rca_event_id,start_time,end_time,affected_ports,problem_type,root_cause_candidate,evidence,duration_minutes,severity_score,root_cause_score,confidence
RCA-4963,2026-02-27 13:40:00,2026-02-27 13:40:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-4964,2026-02-27 13:45:00,2026-02-27 13:45:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-4975,2026-02-27 14:10:00,2026-02-27 14:10:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-4978,2026-02-27 14:15:00,2026-02-27 14:15:00,port-id7431,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-4979,2026-02-27 14:15:00,2026-02-27 14:15:00,port-id7431,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-4980,2026-02-27 14:25:00,2026-02-27 14:25:00,port-id7427,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-4984,2026-02-27 14:40:00,2026-02-27 14:40:00,port-id7431,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-4986,2026-02-27 14:40:00,2026-02-27 14:40:00,port-id7431,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-4996,2026-02-27 15:00:00,2026-02-27 15:00:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5002,2026-02-27 15:25:00,2026-02-27 15:25:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5007,2026-02-27 15:45:00,2026-02-27 15:45:00,port-id7428,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5011,2026-02-27 16:05:00,2026-02-27 16:05:00,port-id7431,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5016,2026-02-27 16:50:00,2026-02-27 16:50:00,port-id7428,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5017,2026-02-27 16:50:00,2026-02-27 16:50:00,port-id7428,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5019,2026-02-27 17:30:00,2026-02-27 17:30:00,port-id7428,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5020,2026-02-27 17:30:00,2026-02-27 17:30:00,port-id7428,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5023,2026-02-27 17:55:00,2026-02-27 17:55:00,port-id7429,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5024,2026-02-27 17:55:00,2026-02-27 17:55:00,port-id7429,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5025,2026-02-27 17:55:00,2026-02-27 17:55:00,port-id7429,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5027,2026-02-27 18:05:00,2026-02-27 18:05:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5031,2026-02-27 19:00:00,2026-02-27 19:00:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5033,2026-02-27 19:50:00,2026-02-27 19:50:00,port-id7428,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5034,2026-02-27 20:05:00,2026-02-27 20:05:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5035,2026-02-27 20:50:00,2026-02-27 20:50:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5039,2026-02-27 22:05:00,2026-02-27 22:05:00,port-id7428,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5042,2026-02-27 22:30:00,2026-02-27 22:30:00,port-id7429,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5044,2026-02-27 22:45:00,2026-02-27 22:45:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5046,2026-02-27 22:55:00,2026-02-27 22:55:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5049,2026-02-27 23:55:00,2026-02-27 23:55:00,port-id7429,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5050,2026-02-28 00:00:00,2026-02-28 00:00:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5053,2026-02-28 01:15:00,2026-02-28 01:15:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5056,2026-02-28 01:50:00,2026-02-28 01:50:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5058,2026-02-28 02:05:00,2026-02-28 02:05:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5064,2026-02-28 04:05:00,2026-02-28 04:05:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5065,2026-02-28 04:15:00,2026-02-28 04:15:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5067,2026-02-28 05:00:00,2026-02-28 05:00:00,port-id7429,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5068,2026-02-28 05:45:00,2026-02-28 05:45:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5070,2026-02-28 06:15:00,2026-02-28 06:15:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5073,2026-02-28 07:00:00,2026-02-28 07:00:00,port-id7429,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5077,2026-02-28 08:20:00,2026-02-28 08:20:00,port-id7429,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5078,2026-02-28 08:50:00,2026-02-28 08:50:00,port-id7429,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5079,2026-02-28 09:10:00,2026-02-28 09:10:00,port-id7431,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5082,2026-02-28 10:05:00,2026-02-28 10:05:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5084,2026-02-28 10:45:00,2026-02-28 10:45:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5086,2026-02-28 11:10:00,2026-02-28 11:10:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5087,2026-02-28 11:25:00,2026-02-28 11:25:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5089,2026-02-28 12:05:00,2026-02-28 12:05:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5093,2026-02-28 13:35:00,2026-02-28 13:35:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5094,2026-02-28 14:00:00,2026-02-28 14:00:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5095,2026-02-28 14:30:00,2026-02-28 14:30:00,port-id7427,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5097,2026-02-28 14:55:00,2026-02-28 14:55:00,port-id7429,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5098,2026-02-28 14:55:00,2026-02-28 14:55:00,port-id7431,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5101,2026-02-28 15:35:00,2026-02-28 15:35:00,port-id7428,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5102,2026-02-28 16:05:00,2026-02-28 16:05:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5103,2026-02-28 16:20:00,2026-02-28 16:20:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5112,2026-02-28 17:45:00,2026-02-28 17:45:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5116,2026-02-28 19:05:00,2026-02-28 19:05:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5117,2026-02-28 19:10:00,2026-02-28 19:10:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5120,2026-02-28 20:05:00,2026-02-28 20:05:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5121,2026-02-28 20:05:00,2026-02-28 20:05:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5124,2026-02-28 20:50:00,2026-02-28 20:50:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5127,2026-02-28 21:25:00,2026-02-28 21:25:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5128,2026-02-28 21:40:00,2026-02-28 21:40:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5130,2026-02-28 23:30:00,2026-02-28 23:30:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5135,2026-03-01 00:45:00,2026-03-01 00:45:00,port-id7429,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5136,2026-03-01 01:00:00,2026-03-01 01:00:00,port-id7428,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5137,2026-03-01 01:15:00,2026-03-01 01:15:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5139,2026-03-01 01:45:00,2026-03-01 01:45:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5140,2026-03-01 02:30:00,2026-03-01 02:30:00,port-id7431,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5142,2026-03-01 02:35:00,2026-03-01 02:35:00,port-id7428,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5146,2026-03-01 04:55:00,2026-03-01 04:55:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5148,2026-03-01 05:10:00,2026-03-01 05:10:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5150,2026-03-01 05:35:00,2026-03-01 05:35:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5151,2026-03-01 05:45:00,2026-03-01 05:45:00,port-id7429,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5153,2026-03-01 06:25:00,2026-03-01 06:25:00,port-id7429,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5156,2026-03-01 06:45:00,2026-03-01 06:45:00,port-id7427,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5159,2026-03-01 07:10:00,2026-03-01 07:10:00,port-id7428,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5160,2026-03-01 07:20:00,2026-03-01 07:20:00,port-id7429,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5165,2026-03-01 08:50:00,2026-03-01 08:50:00,port-id7429,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5166,2026-03-01 08:55:00,2026-03-01 08:55:00,port-id7429,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5167,2026-03-01 08:55:00,2026-03-01 08:55:00,port-id7429,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5168,2026-03-01 08:55:00,2026-03-01 08:55:00,port-id7429,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5169,2026-03-01 08:55:00,2026-03-01 08:55:00,port-id7429,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5170,2026-03-01 09:05:00,2026-03-01 09:05:00,port-id7429,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5171,2026-03-01 09:05:00,2026-03-01 09:05:00,port-id7429,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5172,2026-03-01 09:05:00,2026-03-01 09:05:00,port-id7429,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5173,2026-03-01 09:05:00,2026-03-01 09:05:00,port-id7429,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5175,2026-03-01 09:20:00,2026-03-01 09:20:00,port-id7429,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5177,2026-03-01 09:30:00,2026-03-01 09:30:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5178,2026-03-01 09:40:00,2026-03-01 09:40:00,port-id7430,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5180,2026-03-01 10:10:00,2026-03-01 10:10:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5181,2026-03-01 10:25:00,2026-03-01 10:25:00,port-id7431,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5182,2026-03-01 10:25:00,2026-03-01 10:25:00,port-id7431,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5183,2026-03-01 10:25:00,2026-03-01 10:25:00,port-id7431,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5184,2026-03-01 10:25:00,2026-03-01 10:25:00,port-id7431,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5185,2026-03-01 10:35:00,2026-03-01 10:35:00,port-id7430,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5186,2026-03-01 10:35:00,2026-03-01 10:35:00,port-id7430,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5187,2026-03-01 10:35:00,2026-03-01 10:35:00,port-id7430,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5188,2026-03-01 10:40:00,2026-03-01 10:40:00,port-id7428,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
RCA-5195,2026-03-01 11:05:00,2026-03-01 11:05:00,port-id7431,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5196,2026-03-01 11:20:00,2026-03-01 11:20:00,port-id7431,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5197,2026-03-01 11:20:00,2026-03-01 11:20:00,port-id7431,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5198,2026-03-01 11:20:00,2026-03-01 11:20:00,port-id7431,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5199,2026-03-01 11:20:00,2026-03-01 11:20:00,port-id7428,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5209,2026-03-01 11:50:00,2026-03-01 11:50:00,port-id7427,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5215,2026-03-01 12:20:00,2026-03-01 12:20:00,port-id7429,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5216,2026-03-01 12:20:00,2026-03-01 12:20:00,port-id7428,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5217,2026-03-01 12:20:00,2026-03-01 12:20:00,port-id7429,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5218,2026-03-01 12:20:00,2026-03-01 12:20:00,port-id7429,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5223,2026-03-01 12:35:00,2026-03-01 12:35:00,port-id7431,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5224,2026-03-01 12:45:00,2026-03-01 12:45:00,port-id7429,Broadcast anomaly,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",5,55,68,Medium
RCA-5225,2026-03-01 12:45:00,2026-03-01 12:45:00,port-id7429,Multicast anomaly,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",5,55,68,Medium
RCA-5226,2026-03-01 12:45:00,2026-03-01 12:45:00,port-id7429,Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",5,55,68,Medium
RCA-5228,2026-03-01 12:50:00,2026-03-01 12:50:00,port-id7430,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5246,2026-03-01 13:50:00,2026-03-01 13:50:00,port-id7430,Link quality issue,Link quality issue,"ERRORS spike or repeated spikes | Traffic may not be high | Check cable, SFP, NIC, port, duplex mismatch",5,55,68,Medium
RCA-5247,2026-03-01 13:55:00,2026-03-01 13:55:00,port-id7429,Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",5,55,68,Medium
RCA-5252,2026-03-01 14:05:00,2026-03-01 14:05:00,port-id7431,Unknown protocol / scan,Unknown protocol / scan,"INUNKNOWNPROTOS high | INPKTS high | Check non-standard protocol, scan, attack, VLAN/routing config, new device rollout",5,55,68,Medium
